,nickname,created,review
3661,The맑음 박채연,2020.10.23 15:31,너무 좋았습니다. 종종 아이에게 머리와 마음이 다르게 움직이고 행동하는 엄마라 늘 고민스러웠는데 이 책을 듣고 다시 한번 생각해보게 되었습니다. 밑에 분 말씀처럼 어른용 성장소설인듯요!
3662,박선미,2020.10.22 20:10,"아이의 관점에서 세상을 다시보고 부모인 나를 한번 돌아보고 반성하게 만드네요
글이 참 쉽게 표현되어 있어 듣기 참 좋았습니다
멋진 어른용 성장소설입니다"
3663,정지영,2020.10.22 15:06,아이를 어떻게 키워야할지 확 와닿았어요
3664,철인28호,2020.10.21 11:10,많은 생각을 하며 들었습니다
3665,이은정,2020.10.18 12:04,"내면의 솔직한 감정표현 
어른과 아이들의 각자의 내면을 잘 표현했다고 생각하면서 나를 돌아보게 한다
재미있게 잘 들었어요 감사합니다^-^"
3666,종식,2020.10.16 14:28,좋아요 
3667,박관호,2020.10.15 06:01,재미있네요 그런데 가끔씩 팅기네요 팅기고 나서도 제자리를 찾지 못하고 앞으로 갔다가 뒤로 갔다 하네요
3668,아들엄마,2020.10.12 13:52,"3일만에 다들엇네요..
중간에 웃다 울다...감동도받고..듣는 책..첨엔 집중이될까햇는데 설이는 넘재미나서 지루하지도 않고 넘즐겁게들었습니다. 책안보는 저두 넘재미낫어요 꼭 들어보시라고 강추해요저두~^^"
3669,이지혜,2020.10.11 13:38,장편을 이렇게 힘있게 끝까지 끌고갈 수 있는 작가  놀랍네요 아이들이 다 큰 성인인데도 참몰입해서 들었어요.읽어볼까 고민하시는 분들께 강추!!
3670,남기우,2020.10.07 09:58,저마다 다른 삶에 부정할 것은 하나도 없다고 설이가 말해주네요.그저 사랑과 이해가 필요할뿐...
3671,김연경,2020.10.04 15:46,"너무 재미나요 소설판 sky캐슬이라는 문구가 선입견이 생겨 안듣고싶었는데 많이 다른 느낌이라 더 좋았습니다
추천합니다 꼭 들어보세요
성장기 자녀들의 고민은 어른보다 더 솔직한 자기애를 느꼈어요"
3672,장진희,2020.10.01 06:50,Good.
3673,지홍덕,2020.09.30 22:34,부모라면 꼭 들어보세요. 자신을 돌아보게 됩니다.  
3674,변해령,2020.09.29 17:02,너무 아름다운 소설ㅜㅜ 울컥하면서 봤네요ㅜ 심리묘사도 잘 되어 있고 생각을 많이하게 하네요. 성우들 연기도 뛰어나고! 정말 잘 들었어요.
3675,경우,2020.09.29 02:26,"대박...엄청난 작가인거 같아요.40대 남자 미혼인데도, 감동적이네요. 형들에게 책선물해야겠어요.
이작가님 다른책도 오디오북으로 만들어주길 기대합니다."
3676,,2020.09.26 08:29,"부모라면 꼭 읽어보시길...
정말 좋은글입니다. "
3677,안준철,2020.09.26 05:59,아름다운 이야기인데 난 왜 자꾸 눈물이 흐를까. 자식사랑이라는 미명으로 아이들을 경쟁적으로 학원으로 내모는 현실을 조금이나마 바꾸고 싶다.
3678,박미향,2020.09.24 02:01,우리아이들에 대해서도 다시한번 생각해 보게 되었어요 너무 좋았습니다
3679,장선우,2020.09.21 23:50,"13살 속깊고 영특한 아이의 이야기에 나도 모르게 같이 슬퍼하고 안타까워하며 가슴 전체에 먹먹함으로 듣고 있었다. 법적인 지위, 피한방울 없이도 엄마는 엄마이고 그런 갑갑한 형식과 절차를 벗어나 진정으로 가족이 된다는 것은 무엇인지, 누군가를 사랑한다는 말의 의미에 대해 다시한번 고찰하게 되는 소설이었다. 아코가 떠나간 설이를 무척 그리워했다는 이모의 독백이 가슴깊이 남는다."
3680,김영남,2020.09.21 17:44,Good
3681,Kim.지연,2020.09.19 21:30,정말 잼있어요
3682,♡박상희♡,2020.09.19 08:22,곽시연을 부모가 조금만 더 이해해주고 지지해주면..하는 아쉬움과 시연과 설이가 좋은 시이가 된것에 기뻤어요 책이 아니라 오디오로 듣는데도 설이가 시연아빠에게 시연을 이해하지 못하는 부분을 토해내고 아코늘 찾으러 갈때는 눈물이 핑돌았어요~~
3683,찌~니 ^^,2020.09.18 15:46,정말 재미있게 들었네요. 감정이입이 되어 울컥 눈물을 많이 흘렀네요. ^^
3684,이수경,2020.09.17 15:35,아주 재밌었어요. 각 캐릭터의 심리가 이해 되고 공감이 되서 오디오를 듣는 시간이 즐거웠습니다. 
3685,김지선,2020.09.16 10:11,"성우목소리가 듣기 편하고 좋앗어요
내용도 좋네요"
3686,최연아,2020.09.14 10:59,아이에게도 부모에게도 좋은 성장소설입니다! 
3687,LJE°,2020.09.12 13:50,설이한테 이입되서 살앗어요~~제 아이가 6학년남자아인데 도울도됫네요~~가을비가 보슬보슬~~설이의 모습도 보슬보슬  그려집니다  멋진작품 잘읽엇습니다
3688,전민성,2020.09.11 22:50,성우분 연기도 좋았고 책 내용도 좋네요
3689,blue pumpkin명훈,2020.09.11 18:46,정말 재미지게 들었습니다~~^^
3690,Kang,2020.09.11 17:00,설이랑 같이 웃고 울었습니다. 대단한필력에 찰떡궁합 성우분 목소리가 매력적입니다~♡
3691,미,2020.09.10 18:58,"설이가 가졌던 감정들. 내가 감추고 지나치고 싶던 
모든 순간들과 기억들이 순식간에  스쳐지나가는  시간이었습니다. 설이의 감정 하나하나   모두 읽혀져서 굉장히 여운에 남는 시간이었습니다. 좋은글 감사합니다."
3692,한지연,2020.09.10 16:36,새로운 성장소설입니다..감동 유머 재미 짠함을 다  갖은 소설이예요
3693,최미나,2020.09.09 08:39,윌라의 첫 시작응 설이로 시작했어요. 다른 오디오북을 들어보니 설이의 낭독과 흥미진진한 스토리가 더 찐하게 느겨져옵니다.  모두의 설이가 행복하길요
3694,이수영,2020.09.05 22:02,"아,,, 필력도 좋으시도 성우님들 목소리 넘 좋으셔서 듣는 내내 몰입이 정말 잘 되었어요
오디오북 첫 듣기였는데,,,진짜,, 펑펑 울면서 들었네요
아이를 키우는 부모로써 뜨끈한 무언가가 솓구치는 느낌이 들었어요 정말 강추입니다"
3695,Sissi,2020.09.05 17:08,"김연우성우님 목소리 너무 좋으셔요
영어발음 최고입니다!"
3696,김진영,2020.09.05 14:11,"감사하게 잘 들었어요...
좋은부모가 되고자 많은 시행착오속에 노력하는 부모님들, 그리고 성장통을 겪으며 각자의 물음을 찾아가는 모든 자녀들을 응원합니다!!
"
3697,김성균,2020.09.04 08:06,한번 듣기시작 하면서 엔딩까지 멈추기 힘들 정도로 필력도 좋고 성우분의 낭독이 몰입하기 너무 좋네요. 좋은 작가와 좋은 성우의 훌륭한 콜라보가 좋은 오디오북을 만듭니다. 
3698,일화쨩~♥,2020.09.03 18:37,첫단락부터 마음이 너무 아파서 읽어내려가지 못하겠네요
3699,경아,2020.09.02 15:20,"부모로서 생각을 많이하게 만드는 책이네요
마음이 아리고 묵묵해지네요
아이들을 있는 그대로 믿어주고 응원해줘야 할거 같아요  
정말 잘 들있습니다
이책강추입니나^^"
3700,엄마빠 손.,2020.09.02 14:38,정말 잘 들었습니다. 
3701,남영란,2020.09.02 08:04,감동입니다  흡입력최고네요~~^
3702,W.sunny,2020.09.02 01:49,"미운n살, 중2병..
어린이~ 사춘기 자녀를 둔 부모들에게...뿐 아니라 자녀들에게도... 필독서가 되어야 할 것 같습니다. 설이의 이야기에 홀딱 빠지다보면 어느새 교육과 사랑이 무엇인지 생각하게 되네요."
3703,김정희,2020.09.01 23:00,너무 좋네요~추천합니다
3704,남지희(함연우맘),2020.09.01 17:51,완전 몰입했네요.
3705,윤병권,2020.09.01 06:39,나의 라임 오렌지나무 이후 처음으로 나도 모르게 눈물이 났다
3706,이채린,2020.09.01 01:37,아이의 시선에서 보았다고 착각하고 있었음을 깨닫게 해준 작품이었다. 주인공 설이와 함께 어른들을 욕하면서 한편으로는 내가 그런 어른이었음을 돌아보게 되었다.
3707,Mandy,2020.08.31 23:31,음악과 더빙이 내용과 너무 잘어울렸고 설이를 보며 나의 사춘기를 떠올렸고 곽은태선생님과 사모님을 보며 지금의 나를 떠올리게 되었습니다 아이를 더 사랑하고 싶어졌어요..^^
3708,sung,2020.08.31 20:53,너무 재미있게 들었습니다ㅡ 추천해요
3709,최윤정,2020.08.31 14:23,잼있게 잘들었어요
3710,유지영(형서♡준서♡),2020.08.30 19:11,재밌게 들었어요. 아이에 대해 부모의 역할에 대해 생각해 보는 시간
3711,이주연,2020.08.30 17:13,아이 뿐만 아니라 사람을 이해하는 데 아주 큰 도움이 된 책입니다. 꼭 한 번 들어보세요!ㅇ0ㅇ
3712,한여경,2020.08.30 01:22,"착하지 않은 아이들을 이해할 수 있게 되었고,   아이들이 행복했으면 좋겠다는 기원을 하게 된 이야기였어요. 뻔하지않고 재밌네요."
3713,박재민,2020.08.30 00:56,"넘 잘들었네요
공감도되고 반성도되고
내용이나 필력이 빨아들이게하는 무언가 있는듯합니다
설이처럼요
모두행복했으면좋겠습니다^^♡"
3714,희단♥,2020.08.29 01:55,"시간가는 줄 모르고 들었네요. 정말 좋은 책이고, 성우분들도 최곱니다."
3715,혜옥,2020.08.28 20:50,정말 재밌어요
3716,오현옥,2020.08.28 13:22,윌라 듣기를 잘했다는 생각을 들게 만든 책
3717,번창하세요~^^♡♡,2020.08.28 11:52,감동입니다
3718,조은빛,2020.08.28 08:28,시간가는 줄 모르고 들었습니다
3719,정동인,2020.08.28 02:52,잘들었습니다
3720,오지애,2020.08.28 00:36,bb
3721,행복해,2020.08.27 10:29,"이책은 어른들의 욕심으로 아이들을 키운것이 잘못..
저마저 고개숙이게 만드는 설이..
잘읽었습니다..이런 글을 접할수 있게 해주셔서 감사합니다.."
3722,서녕이,2020.08.26 11:50,"순식간에  들은듯해요.
내마음이 정화되는것 같아요.
아름다운정원도  읽어 보고 싶네요"
3723,김지영,2020.08.24 17:42,"듣는동안 몰입이많이되는 소설이였습니다.
잘들었어요."
3724,김미경,2020.08.24 07:07,"잘 들었습니다.
상황이나 감정을 표현하는 어휘와 방법들이 
아주 실감나고 맛갈스러웠어요."
3725,,2020.08.23 17:16,다소 공감과 아련함이 남는 글입니다. 아이들의 깊은 마음을 조금이나마 해아려볼  수 있는 ~  
3726,이태화,2020.08.23 03:58,"또다른세계를 바라보게 해주셔서 감사합니다
이건 모든 연령층이 꼭 한번쯤 봐야할 스테디셀러가 될 것 같습니다
좋네요 더 다양한 오디오북들이 넘쳐나기를 
고대합니다
"
3727,조수아,2020.08.22 17:19,재미있게 들었습니다 시간 가는 줄 모르고 들었어요 김연우 성우님 연기 정말 좋아요ㅠㅠ
3728,여리여리,2020.08.22 16:18,감동과 아련함이 느껴지는 내용이었어요~ 부모라면 필수로 읽어야 할 책인것같습니다.
3729,박병주,2020.08.21 17:57,"정말 재미있게 들었습니다
하지만 광고문구가 맘에 안드네요
뭔가..주제를 흐리네요"
3730,최영애 ,2020.08.20 09:59,사랑이 뭔지 다시 한번 느껴집니다.
3731,오혜원,2020.08.19 17:38,I am zaggy75!!!!!@
3732,이승미  윤지도규맘,2020.08.19 01:40,정말  추천 
3733,BLISS,2020.08.18 15:48,여유와 여백이 좋은 엄마가 되는 길이라는 교훈을 남기네요~ 좋은책 감사합니다.
3734,이경태,2020.08.17 20:10,"듣다보니 빠져들어서 너무 재밌게  들었네요. 설이와 시연이가 모든 사춘기 아이들의 마음을 대변하는 것은 아니겠지만, 공감가는 점이 많았어요. 
게다가 김연우 성우님 목소리 너무 좋아서 기분좋게 들었네요"
3735,박진준,2020.08.16 20:50,이번화만 이번화만 들어야지 하다가 완독했어요. ㅋ 다들 연기가 너무 좋아서 한번 시작하면 계속 푹 빠지게 되네요. 좋은 책 낭독 감사합니다 
3736,윤은숙,2020.08.16 11:40,잘들었습니다. 주말인데 내내 이어폰 꼽고 살았어요
3737,안효은,2020.08.16 01:14,잼있어요. 내내 정신팔려들었네요
3738,박수빈,2020.08.15 18:58,중간에 끊는게 아쉬웠던 작품이에요 재밌어요
3739,Hojoon Lee,2020.08.15 16:38,"김연우 성우분 목소리 너무 좋네요
마르타의 일도 재밌게 잘 들었거든요
그리고 남도형님 목소리도 참듣기 편하네요
책은 작가보고 고르는경우가 많은데 오디오 북은 성우분을 보고도 고를수가 있을거같아요"
3740,姫,2020.08.15 15:37,"설이같은 아이를 키우고 있는 엄마입니다.
듣는 내내 저의 어리석음과 제가 아이에게 했던 말과 행동에 대한 후회때문에 눈물이 맺혔습니다.
아이의 마음을 이해하지 못 한 채 얼마나 많은 상처를 줬을지 매 순간 받은 상처가 얼마나 많았을지 생각하니 설이가 아파할 때마다 저 또한 마음이 깊은 곳까이  아팠습니다. 고집이 세고 자기주관이 뚜렷해서 어른들의 사탕발림말에 쉽게 넘어가주지 않는 아이를 키우는 부모님들에게 추천드립니다."
3741,연문행,2020.08.14 12:31,"어른이된 나, 성인이된 아들들, 과거와 현재의 모습을 들으면서 추억이,, 잘들었어요"
3742,김선우,2020.08.14 00:21,너무 재밌었습니다. 성우분들 최고입니다! 감사합니다.
3743,Kwangmin Ock,2020.08.13 16:00,잘때 듣다가 잠이 오지 안아서 듣고는싶은데 잠은 자야하고 고민하다 다 듣고 다음날 잠만 잤어요 ㅋㅋ( 이계정에 아들이 눈이 괜찮아 지고 남김)
3744,최여진,2020.08.13 15:35,재밌게 들었어요~
3745,†베로니카♡,2020.08.13 14:56,아이들 눈높이로 바라보는 어른들의 시선과 사고가 절실하다는... 생각을 많이하게 만들어주는 책이네요. 책읽어주는 주인공 설이의 목소리 덕분에 처음부터 더 빠져들게 하는 좋은 내용의 오디오 책입니다.  감사합니다
3746,김소은,2020.08.12 18:01,1.2배로 듣었어요 너무 좋네요 설이..ㅠ
3747,문성숙,2020.08.12 08:56,시간가는줄 몰랐네요 
3748,민경명,2020.08.10 09:14,"넘 푹빠져서 듣다가 밤을새웠네요ㅜㅜ
 멋진설이~~^^"
3749,김정아,2020.08.08 21:42,감정 섬세하고 재미있어요. 종이로 읽어 봐야겠어요.
3750,다우니,2020.08.08 11:13,"이세상 사람들은 잘배우고 성공하고 세상사람들에게 스포라이트 받고 싶어한다. 나의 존재감을 그리고 난 뛰어난 사람이다. 알리고 싶어한다. 이시대에 뒤쳐진 사람이 아니고 싶어한다.
부모입장에서 내자식이 항상 최고 이길원한다.
최고가될려면 항상 공부하라고 가르친다.
학교교육이 때가 있고 지금 안하면 인생에 성공못하괴 패배자가 되어서 살궛처럼 이야기 하고 학교에서도 그리 가르친다.
사람마다 다양성이 존재하고 가치관도 다 다르고,
나만의 꿈을 이루는 시기도 다르고,  
제각각 삶의 방식이 틀리는데, 
부모들은 고정된 학교교육에 끼워맞춰서 살아가게 만든다.
난 초2 때부터 공부를 왜해야하는지 생각했다. 나에게 생각할 기회 깨우칠 시간도 없이 무조건 외워야했다.  난 초2때부터 반항심이 생겼다.
이 공부를 왜 해야 하냐고, 나에게 물었다.
난 잘못된 주입식교육의 잘못된 생각에 과감히 초2때 공부를 안했다.
내가 말하고 싶은건 현재교육방식은 나를 바보로 만든교육이다. 무조건 이해가 안되어도 복종해야하고 외워야하는게 잘못되었다.
난 항상 말한다. 난 바보가 아니다 라는걸"
3751,조은비,2020.08.08 07:11,윌라의 첫 시작은 설이와
3752,이동은,2020.08.06 19:24,처음에 뭔가??? 했다가 나도 모르게 빠져들고 정말 넘넘 재미있게 들었다. 책으로 읽어도 재미 있었을 것 같다
3753,박윤수,2020.08.04 22:15,"지금껏 윌라에서 들은 소설중 탑 오브 탑!! 문장 하나하나가 가슴 깊이 찔러 들어오고, 주인공이 깨닫고 성장하는 과정에 진실함이 담겨있어 좋았습니다! 이런걸 쓰는 사람이 소설가라는 생각이 드네요! 강추!!"
3754,정유미,2020.08.04 17:29,부모와 아이와의 관계에 대해 생각하게 해주었어요.
3755,최현아,2020.08.04 16:46,아 성우분들 진짜 너무 짱이네요. 감동쓰 진짜
3756,yul,2020.08.03 09:33,너무 흥미롭게 잘들었습니다...
3757,김미경,2020.08.02 22:43,작가님 표현력에 놀랐어요.. 간만에 푹 빠져 순식간에 들었습니다 성우분 목소리도 참 편안하고 좋았어요
3758,이은주,2020.08.02 17:39,감동적이예요. 
3759,재옥,2020.08.02 17:00,재미있어요~^^
3760,유봉희,2020.08.01 19:49,"가입하자마자 처음 들은 소설입니다
책이 아닌 오디오로 과연 책을 듣는게 가능할지 의문이었는데 저도 모르게 이틀내내 이어폰을 꽂고 있었네요 "
3761,설명수 ,2020.08.01 16:36,ㆍ
3762,최현희,2020.08.01 14:25,"미성숙한 여자아이 맘을 들여다 본듯해서 좋았아요
자신의 일을 자신이 결정할 수 없는 어린 사람의 갈등을 잘 들여다 봤내요"
3763,강지연,2020.07.31 16:44,"이어폰을 끼고 듣고 있자면 한아이가 소곤소곤 자기의 얘기를  속삭이는듯 합니다 
섬세한 표현에 자꾸 다시듣고 다시듣고 
"
3764,홍석진,2020.07.31 12:16,갓잼
3765,인영실,2020.07.30 14:47,"기대없이 시작했는데 정말 이틀동안 열심히 듣게 되네요. 
진짜 재미있게 잘 들었습니다. 
심윤경 작가님의 다른 작품도 읽고싶어 집니다. "
3766,지희,2020.07.30 07:32,너무 재미있었어요
3767,수기꺼,2020.07.30 00:51,정말 멈출수가 없게 만드네요 김연우 성우님 정말 빠져드게 만듭니다
3768,정수연,2020.07.29 20:46,내 모습을 돌아 보게 하네요. 
3769,J,2020.07.27 21:32,넘나재미나요
3770,잠꼬대,2020.07.27 10:50,"훌륭한 영화를 보고 여운에 묶여 꼼짝못할때 있죠...
지금이 그렇습니다 ㅠㅠ
최고의 소설 최고의 성우 
강추합니다 !
김연우 성우님 영어할때마다 신기해요 ㅎㅎ"
3771,주현상,2020.07.26 13:15,정말 잘 들었습니다 
3772,김다영,2020.07.24 14:50,김연우님 낭독 <마르타의 일> 너무 재미있게 들었는데 <설이> 내용도 영어 발음도 최고예요 ˛ε♡з¸ 남도형님 목소리 너무 좋아요! 연기의 신 두 분이 만나다니 이 오디오북 대작이 틀림없습니다
3773,임형석,2020.11.18 20:19,작가의 통찰력이 돋보이는 부분이 많았다. 올드타입과 뉴타입으로 모든것을 나눈긴 했지만 책의 구성이 그러하니 이해한다. 
3774,이지혜,2020.10.26 13:15,변화하는 시대를 어떻게 살아가는 좋은 길잡이 책이네요. 올드타입으로 살아온 시간들을 돌아보게 해줬어요
3775,최명호,2020.10.17 20:57,정말 유익했습니다
3776,임유한,2020.09.20 13:46,노잼
3777,양지원,2020.09.14 04:52,생산성이 단연 최고의 가치로서 여겨지던 사회를 비판하고 진정으로 앞으로는 무엇이 주목받을 것인지와 어떠한 자세로 사는 것이 진정 우리 자신에게 더 나아가 사회 구성원들에게 실질적으로 장기적으로 도움이 될 것인지에 대해 잘 서술되어 있음
3778,최민호,2020.12.01 09:32,역사는 삶의 해설서와 같다는 말씀 많이 느낍니다.역사를 보고 내가 나아갈 길을 알수있다는 그 말이 많이 와닿네요.
3779,우대지(우정희),2020.11.27 17:40,저도들으면서엉엉울엇네여 ㅠㅠ
3780,임보영,2020.11.26 16:06,반복해서 여러번 들었어요. 그럼에도 계속해서 감동이!  최태성님 최고!!!
3781,김덕익,2020.11.26 15:02,이제 월라에서 두번째 듣네요 
3782,도하,2020.11.25 08:37,3번들었어요. 저듣고 큰애들려주고 작은애들려주고. 또 책내주세요 최쌤!!!!
3783,김재희,2020.11.24 15:12,꿈에 대하여 생각해볼수 있는 좋은시간이었습니다 
3784,문지윤,2020.11.20 19:13,과거를 통해 현재를 볼 수 있다는 작가님의 말씀 공감이 많이 됩니다
3785,김고은,2020.11.18 23:28,오디오 북으로 참 좋은 책과 좋은 작가님을 만났습니다.
3786,류현아 (●’◡’●),2020.11.06 19:07,"여러 부분에서 제가 겪고 느꼈던것들과 비슷한 생각들이 정리되고 말해지는 듯해서 더 감격받으며 들었던것같습니다. 한번의 인생 어떻게 살것인가. 활동가로서의 삶을 이어가면서도 불만이 없지않았고, 가난하고 불건강한 저의 상태와 삶에 불평했는데, 꿈이있다는 걸, 그리고 그 꿈이 모두의 과제라는 걸 다시 상기하며 들으니 위로받는 기분이었습니다 "
3787,고정아,2020.11.06 17:05,저는 너무 재미있게 들었어요. 좋아요
3788,권은형,2020.10.29 07:04,"성우분 목소리가 좋아서 내용이 쏙쏙 귀에 들어왔어요 지루하지앟은 역사공부였습니다 제목대로 역사의 쓸모가 이런거군요 두번째 듣고 있는중이예요 처음 들었을때 놓친걸 
다시 들으니 좋아요 최태성님 좋은책 써주셔서 감사합니다~^^"
3789,서수창,2020.10.26 18:00,녹음된 소리가 너무 작아요
3790,이미진,2020.10.25 09:17,굵고 짧게.그래서 더 다양한 이야기가 듣고싶은 책을  잘 들었습니다..우리도 그 역사를 진행중이겠구나. 우리 이 삶을 어떻게 살아갈 것인가를 깊이 생각하는 시간이 되었습니다.감사합니다
3791,유빛나,2020.10.24 20:40,"선생님 덕분에 한국사능력시험 공부하고 이 책에 접근해봅니다:) ,감사합니다"
3792,Khai,2020.10.24 09:47,저의 학창 시절의 역사 교육은 쓰레기 같은 교육이였다고 생각 할 정도로 깊은 감명을 받은 내용과 방식으로 생각되었습니다. 앞으로 학생들 역사 교육은 이 책과 같은 방식으로 하면 학생들이 역사에 더 많은 흥미와 재미를 갖지 않을까 생각하게 됩니다. 성우분 이 마치 최 선생님이 직접 강의해 주는 것 같이 읽어주셔서 너무 쏙쏙 귀에 들어오고 편하게 들을 수 있어 좋았습니다. 정말 좋은 책입니다. 
3793,김슬아,2020.10.23 04:02,"최태성 선생님 EBS 강의듣고 한국사시험 공부하면서부터 팬이 되었습니다. 저도 선생님을 위해 온오프라인 시위할 준비 되어있습니다. ""우리 최태성 선생님 건들지 마십시오~!!!"""
3794,최유진,2020.10.22 12:39,"작가님이 읽어주신것도 좋았구요 구동연님 다른책도 읽어주세요 그것만 모아 소장하고파요
머릿속에 역사 폴더를 생성했습니다!
역사는 반복되는게 맞네요"
3795,심규혀이임미더.,2020.10.21 11:38,"성우분 누구신지 알수있을까요?
목소리가.너무 좋아요.
아시는분 꼭댓글좀부탁드려요"
3796,호호야,2020.10.16 09:02,빨갛네요 ㅋㅋ 
3797,sun,2020.10.07 19:21,"뭉클한 울림이 있습니다.
작가님의 글과 성우분 목소리가 잘 어울려 듣기에 편안했습니다."
3798,노순미,2020.10.07 19:05,넘 좋았어요
3799,김희정,2020.10.05 18:46,편하게 들을 수 있는 오디오북입니다. 책의 구성이나 문체가 오디오북에 딱 어울리는 책이었습니다. 성우 분 목소리도 듣기 편안했습니다. 역사를 싫어하시는 분들도 재밌게 들을 수 있을 것 같습니다.
3800,ㄱ.woori,2020.10.01 11:28,너무 좋아요 책살거예요
3801,권소연,2020.09.27 23:49,넘 유익한 책이었어요~~^^
3802,hyangan,2020.09.21 11:59,삶의 가치를 다시금 생각하게 해 준 책입니다. 
3803,윤은혜,2020.09.20 16:36,너무 좋은 책입니다. 앞으로 어떻게 살 것인가에 대해서 생각해보게끔 해주는 책. 역사 속 인물들의 상황에서 현재의 나를 돌아보게 해주는 내용들로 구성되어있어 지루하지 않게 금방 들을 수 있습니다. 
3804,소진,2020.09.04 23:20,역시 큰별쌤 최고에요!
3805,유지인,2020.09.04 14:33,"최태성 선생님 목소리 진짜 귀에 쏙쏙 박히네요. 오디오북 입문용으로 추천입니다. 물론 성우분의 목소리도 좋았어요.
중간중간 조금 뻔한 이야기가 반복된다는 생각도 들었지만 역사적 인물을 통해 이야기를 펼쳐나가는게 너무 좋았어요. 
선생님이 추천하신대로 그 인물들의 평전을 찾아보고 싶다는 생각이 여러번 들었네요. "
3806,오현경,2020.09.03 14:31,"듣고 또 들었네요
읽어주는 목소리도 좋았구
첫머리와 말미 최태성 선생님의 목소리
귀에 내려꽂는것이
내용이 쏙 잘 들어옵니다
성우 목소리도 좋았구요

강추합니다"
3807,Park Soojung,2020.09.02 12:49,좋았습니다..
3808,Moon.JS,2020.09.01 12:05,"한 번의 인생, 어떻게 살 것인가의 물음에 대해 생각해게 되네요.. 듣는 동안 느끼며, 생각할 수 있어서 의미있는 시간을 갖게 되었어요."
3809,서재승,2020.09.01 08:31,역사가 특별하게 다가오는군요^^
3810,남종열,2020.08.31 21:58,쉽게 읽어주는 역사 최고였습니다.
3811,Lys,2020.08.29 17:11,오디오북으로 듣게 된 최태성 선생님의 역사의 쓸모 !! 감사합니다.
3812,김영선,2020.08.27 08:07,역사를 소재로 활용한 삶의 지혜를 전하는  에세이 
3813,박은경,2020.08.26 19:10,유익하면서 재밌어여 귀에 쏙쏙. 이해가 썩쏙
3814,김희정,2020.08.25 21:42,좋은 강의 감사합니다^^
3815,서녕이,2020.08.23 23:22,"선생님의 인강에서 많이 들었던 이야기들이네요.
듣고또들어도   깊이 빠지게 되네요"
3816,관홍 : 양수남,2020.08.22 19:06,주제 글씨가 약간 가려젔네요.완전히 보였으면 좋을듯 합니다.
3817,김희정,2020.08.22 15:53,큰 울림이 있는 책입니다~~
3818,박대호,2020.08.21 17:06,진심으로 추천합니다. 
3819,KANG SUNGMIN,2020.08.20 13:14,"계속 도입부에 머물러 있는 듯한 다소 신경질을 유발하는 책. 역사서보다는 자서전에 가까운 책, 두리뭉실, 김미경의 리부트, 김제동의 토크쇼 같은 책, 조미료장인 설민석이 나을지도 모른다는 생각이 든 책. 개인적인 의견임."
3820,신미정,2020.08.19 18:11,최태성 선생님의 EBS강의를 듣고나서 보는 지식채널e는 사람의 가슴을 미어지게 했죠. 중대한 결정을 내릴 때마다 최태성 선생님이 던진 한 번뿐인 인생 어떻게 살 것인가?하는 화두에 답하는 마음으로 결정을 하죠. 이 책에서 정작 본인도 그렇게 결정을 내렸다고 하니 아주 반가웠습니다. 자신의 역사 강의를 끝까지 무료로 고집하는 걸 짐작하고 있었는데 역시 이 책에서 확인했네요. 부정적으로 생각했던 역사적 사실에 대해 한 번 더 생각해 보는 계기가 됐습니다~^^
3821,박용성,2020.08.18 15:48,화자 목소리가 모기소리임. 겁나 짜증남
3822,woo kyung,2020.08.18 10:35,너무 감사하게 잘 들었습니다. 처음에 역사의 쓸모라는 제목이 진부한 듯 느꼈었는데 이것보다 더 좋은 제목이 없군요. 역사를 공부하는것은 과거를 공부하는 것이 아닌 현재를 바라보고 미래를 살아갈 방법을 익힐 수 있는 것이라 생각됩니다. 쉽게 접근할 수 있도록 오디오북으로 만들어주셔서 감사합니다.
3823,박경준,2020.08.18 08:05,Good 
3824,채희혁,2020.08.17 20:44,"유익하고 흥미로운 책
감사합니다 ~~"
3825,이진아,2020.08.14 14:12,잘 들었습니다!
3826,F_JsMOM,2020.08.14 11:24,"최고의 북, 미국에서 교육받고 한국사 관심이 없었는데 너무 재미있게 들었습니다. 영어가 편한 저희 아이들에게도 똑 들려주고 싶네요^^ 작가님 영문 오디오북도 만드세요^^ 세계의 모든 영어권 한국인과 외국인에게 최고의 역사교육과 한국인의 identity를 알리는데 큰 힘이 될것 같아요. 감사합니다. ^^"
3827,잠꼬대,2020.08.14 03:05,"단락마다 내용이 짧아요 ㅠ
옛날옛날에...로 시작하는 할머니 이야기 듣는 기분이었어요^^"
3828,재영,2020.08.13 23:35,꿀잼... 그리스로마신화듣듯 재밌게 들을 수 있었어요 역사공부는 암기하는게 아니라 이렇게 하는건데.. 큰 깨달음... 
3829,이윤주,2020.08.13 10:00,성우님 목소리 너무 조그마해요... 조금 졸렸어요 ㅜ
3830,성나영,2020.08.12 17:17,너무 좋았어요!
3831,최재홍,2020.08.12 08:42,잘들었습니다 ~^^
3832,강해인,2020.08.11 17:14,내용은 정말 좋은데 배경음악이 너무 크네요 ㅠㅠ
3833,김윤국,2020.08.10 12:24,정말 좋았습니다
3834,이두희,2020.08.09 22:59,지금 오늘도 역사가 될 것이란 깨달음을 주네요. 이 책의 쓸모가 뭔지도 알 것 같구요... 
3835,권영임,2020.08.08 23:26,"정말 좋아요.
종이책도 구매해얄것같아요"
