,nickname,created,review,title,author,voice
16,itzy,2020-09-23 18:59,아!아니 이거슨!!!!!   넷플릭스 시리즈아닌가!??,보건교사 안은영,정세랑,김유림 외 1인
17,갱이,2020-09-23 00:42,몇년 전 친구 추천으로 도서관에서 대출해 읽었는데 예상보다 훨씬 재미있게 읽었던 기억이 납니다. 정세랑 작가님도 이 소설로 처음 접했구요. 판타지 혹은 FS장르 같기도 하고 유머가 있어요. 지루하지가 않죠. 그러면서도 우리 이웃들의 모습을 현실적이고 따뜻한 시선으로 표현해 주셔서인지 나오는 작품들마다 평이 좋더라구요. 넷플릭스에 드라마로도 나온다고 하는데 기대가 됩니다. 오디오북 낭독하시는 분 목소리가 귀엽고 통통튀는 안은영 캐릭터랑 참 잘 어울리네요. :-) 자기 전에 누워서 들으면 기분 좋게 잠들 수 있을 것 같아요.,보건교사 안은영,정세랑,김유림 외 1인
18,이슬한잔,2020-09-20 10:29,보건교사이지만 퇴마사라니 흥미로운 소재군요.. 넷플릭스도 기대됩니다,보건교사 안은영,정세랑,김유림 외 1인
19,Narr,2020-09-20 03:08,오디오북으로 듣고 흥미가 생겨서 넷플릭스도 볼까해요!,보건교사 안은영,정세랑,김유림 외 1인
0,rlaa****,4일 전,욱하는부모를 눌러서 구매햇는데 왜 화해로결제가됫너요? 원래이런건가요?,오은영의 화해 제1권,오은영,오은영
1,KIKIM,6일 전,다른 친구에게 선물하고 싶은데..선물할 방법은 없나요?,오은영의 화해 제1권,오은영,오은영
2,kisu****,2020-10-19 23:45,어떻게 사나요 ?,오은영의 화해 제1권,오은영,오은영
3,Merci,2020-10-02 13:20,다운 받아서 두고두고 읽어 읽으면서 배워야겠어요 감사합니다,오은영의 화해 제1권,오은영,오은영
4,Luzdelaluna,2020-09-03 16:40,오디오북 사길 정말 잘했네요. 글을 읽는 것만으로는 알 수 없는 위로가 존재했어요...감사합니다.,오은영의 화해 제1권,오은영,오은영
5,목소리만현영,2020-08-12 22:20,선생님 목소리를 듣고있으면 제가 치유가 되는거같아요~세상 모든 엄마들이 들었으면 좋겠어요~^^,오은영의 화해 제1권,오은영,오은영
6,제이니얌,2020-07-17 04:36,제 마음을 만져주셔서 감사합니다,오은영의 화해 제1권,오은영,오은영
7,명탐정,2020-07-09 02:00,아이키우며 힘든시간을 보내고있어요유트브랑 박사님 오디오 가끔 보며 들으며 위로받았는데 역시 목소리며 마음이며 돌봐주시는것같아서마음이 조금 다독여지네요화해가... 진짜 남이 아닌 스스로의 화해가 필요할것같네요 제 문제를 보고 스스로화하해는 시간이 될수있기를잘듣겠습니다,오은영의 화해 제1권,오은영,오은영
8,Jeonchaim,2020-02-14 01:51,폴리비비님  내가하고싶은  이야기를  토씨하나안바꾸고  딱써놓으셨다~역시  오은영 박사님💖,오은영의 화해 제1권,오은영,오은영
9,폴리비비비,2020-02-03 16:53,오은영 박사님 감사합니다덕분에 더 잘 살아보고 싶어집니다아이를 기를수록 어리고 나약한 내 모습이 자꾸만 생각나 너무 혼란스럽고 어쩔땐 무기력에 빠져 며칠을 허우적 되다 정신을 차립니다그래도 언제나 박사님의 음성을 들으면 어떻게 살아가야 하는지 용기를 내게 됩니다오늘도 운전할때 설거지하며 듣고 있습니다끊임없이 노력하시며 어릴때 상처받은 사람들 치료해 주셔서 감사합니다고맙습니다 박사님,오은영의 화해 제1권,오은영,오은영
10,헤이디,2020-01-14 19:40,오은영 화해 특강 참석했던 1인입니다. 내 생애 첫 오디오북인데 오은영 박사님의 목소리가 역시는 역시나네요. 그냥 흘려듣는 목소리가 아니라 한 순간 한 순간 저에게 힘이 되네요.,오은영의 화해 제1권,오은영,오은영
11,ker,2020-01-14 17:45,못들어봄,오은영의 화해 제1권,오은영,오은영
12,홍콩야자,2020-01-08 20:15,오은영 선생님의 목소리에 마음을 다독여주는 느낌을 받았습니다. 감사합니다.,오은영의 화해 제1권,오은영,오은영
13,육멘,2020-01-07 23:27,"화해 특강을 신청하면서 오디오북은 생소하여 별로 기대하지 않았습니다. 오늘 하루도 툭툭 내뱉는 사람들의 말과 무미건조한 말을 들어오면서 지친 하루 끝에 화해 오디오북이 생각나 열었는데, 제가 사랑하고 신뢰하는 오은영 선생님 목소리여서 그런지 사람의 따뜻한 목소리가 이렇게 제 마음을 어루만줘 줄 지 몰랐습니다. 지금껏 제게 참 많이도 긍정적인 영향을 가져다 주신 분인데 한번도 표현해본 적이 없네요... 이렇게 짧은 댓글이라도 남겨봅니다.",오은영의 화해 제1권,오은영,오은영
0,장은희,2019-10-24 14:39,몇년 전에 사두었던 책을 띄엄띄엄 읽었는데 요약본으로나마 읽게돼서 좋네요~한줄 요약 : 인문고전을 읽어라.,리딩으로 리드하라,이지성,권성혁
1,수목원에서,2019-10-19 14:14,불쏘시개를 뭣하러 녹음까지 해,리딩으로 리드하라,이지성,권성혁
0,마스터,7시간 전,작품도 좋고 성우분이 몰입이되게 감정을 너무 잘 잡으셔서 너무 몰입해서 들었어요.시간이 짧은게 아쉽네요.,인간실격,다자이 오사무,신용우 외 4인
1,놀까나,1일 전,용우신 님 목소리도 들을겸 구매해요!!책 구매해놓고 손이 가지않았는데 책도 읽어야겠어요,인간실격,다자이 오사무,신용우 외 4인
2,수빈,2020-10-09 16:23,후.. 그냥 용우신.. 더 많이 해주세요 오디오북 ㅠㅠ,인간실격,다자이 오사무,신용우 외 4인
3,kei,2020-09-25 17:02,좋아하는 책과 좋아하능 성우분의 조합이라니....,인간실격,다자이 오사무,신용우 외 4인
4,제갈정,2020-09-08 02:05,너무 감사해요! 입시생이라 독서할 시간이 없었는데 틈틈히 그림 그리면서 듣고 있어요 덕분에 독서효과도 있고.. 좋아요 ㅠ_ㅠ 좋아하는 무드의 작품이라 너무 잘 들었어요 목소리도 너무 찰떡이고.. 성우분들 늘 감사드립니다.. 싫은 소리 들을때는 그렇게 싫던 두 귀가 훌륭한 사운드를 만나니 제가 가진 청각까지도 너무 감사해졌어요.. 그정도로 감사합니다..,인간실격,다자이 오사무,신용우 외 4인
5,sooa,2020-08-12 19:48,와...미쳤다...,인간실격,다자이 오사무,신용우 외 4인
6,안녕친구들,2020-06-20 02:07,아니 진짜 이걸 지금 보네 와 진짜 이건 진짜 와 진짜 와 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,인간실격,다자이 오사무,신용우 외 4인
7,한재희,2020-06-19 02:26,신용우 성우님 ㅠㅠㅠㅠㅠ 미쳣어요ㅠㅠㅠㅠㅠㅠㅠㅠ저웁니다ㅠㅠㅠㅠㅠㅠ,인간실격,다자이 오사무,신용우 외 4인
8,오뎡,2020-06-09 01:08,와... 이거는 진짜...,인간실격,다자이 오사무,신용우 외 4인
9,화이트 레몬,2020-06-03 05:43,딱 제가 바라던 인간 실격입니다.다른 오디오북은 책을 읽는 오디오 북이고 여기는 책을 연기하는 오디오 북이네요!!,인간실격,다자이 오사무,신용우 외 4인
10,YEON,2020-05-08 00:20,너무 연기도 잘하시고 재밌어서 네번째 정주행하고있습니다~!^^,인간실격,다자이 오사무,신용우 외 4인
11,별빛에도 등급이 있다,2020-05-06 05:41,일본은 거른다,인간실격,다자이 오사무,신용우 외 4인
12,설은빈,2020-04-18 01:26,"처음에 인간실격이라길래 에이 설마,,근데 다자이 오사무???? 문호 스트레이독스 인줄,,,,",인간실격,다자이 오사무,신용우 외 4인
13,뮤,2020-03-03 22:46,만화책으로도 보고. 소설로도 알게된 인간실격. 한 남자의 삶을 실감나게 목소리 개성있는 성우분들이 해주셔서 집중해서 시간 가는줄몰르고 들었습니다))  Good Luck,인간실격,다자이 오사무,신용우 외 4인
14,군고구마,2020-01-31 14:56,"출.퇴근 운전하는 시간에  책을 읽어보자- 싶어서 오디오북을 듣게 되었습니다.첫 오디오북으로 인간실격을 고른건 좋은 선택이었습니다^-^. 작품이야 워낙 유명해서 예전부터 알고 있었지만, 왜인지 손이 가지않던 책이었거든요.그런데, 챕터1 듣자마자 듣길 잘 했구나 싶었습니다. 성우분들 연기덕분에  굉장히 재미있게 들었습니다.짧아서 많이 아쉽긴하지만, 책으로도 읽어보고 싶은 마음이 생겼습니다.",인간실격,다자이 오사무,신용우 외 4인
15,마왕폐하,2020-01-02 12:34,드디어 구매했네요~잘 들을께요,인간실격,다자이 오사무,신용우 외 4인
16,모선,2019-07-08 16:42,"아 신용우성우님... 미친.... 오디오북 미쳔,...내..",인간실격,다자이 오사무,신용우 외 4인
17,흙사자,2019-05-15 10:31,연출도 좋고 성우들 역할도 적절하고 텍스트로 읽을 때보다 더 풍부한 감정이 전달되는거 같습니다 감사합니다,인간실격,다자이 오사무,신용우 외 4인
18,GNa,2019-04-16 16:50,페이팔 결제 가능하게 해줘서 정말 정말 감사합니다ㅠㅠ 덕분에 해외에서 인간실격 듣고 있습니다! 너무 좋아요.,인간실격,다자이 오사무,신용우 외 4인
19,크리스탈,2019-01-26 21:39,인간 실격 너무나도 유명하죠~ 유명하단 것만 알고 있다가 오디오북이 있어서 처음 접하게 되었어요! 샘플을 지금 들어봤는데 아무래도 대여해야겠네요 다음 이야기가 궁금해요...,인간실격,다자이 오사무,신용우 외 4인
0,호셔,2020-11-16 17:49,"책도 구입해서 같이 들으니, 너무 좋네요! 좋은 영어공부가 될것같아요 감사합니다! ^^*",어린왕자 - The Little Prince (영국 여자 선생님 낭독),Antoine de Saint-Exupéry,Stephanie Jones
1,jjwekr,2020-11-14 13:00,매일 말로만 공부해야지 했는데 이제 진짜진짜진짜로 해보렵니다~ 책도 구매했어용! 좋은 컨텐츠 감사해요!,어린왕자 - The Little Prince (영국 여자 선생님 낭독),Antoine de Saint-Exupéry,Stephanie Jones
2,lab,2020-11-05 11:38,"듣고 읽으려고샀는데, 시중에 나온 어린왕자 영문판이랑 달라요ㅠㅠ원본책은 사는게 안되고ㅠㅠ혹시 텍스트나 pdf파일, 이책이랑 같은 책 가지신분 있나요?ㅠ",어린왕자 - The Little Prince (영국 여자 선생님 낭독),Antoine de Saint-Exupéry,Stephanie Jones
3,베커,2020-10-27 22:59,쌤 목소리 너무 좋아요~~ㅠㅠㅠ천천히 읽어줘서 좀만 공부해도 잘 들리네요 속도 조절도 할 수 있으니까요!!영국영어 너무 좋아요 듣기 좋다ㅠㅠ,어린왕자 - The Little Prince (영국 여자 선생님 낭독),Antoine de Saint-Exupéry,Stephanie Jones
0,봄날은 올거야,2020-11-01 00:20,너무너무 재미잇엇어여 친구도 들으면 좋겟네요.중간에 알아들을수가 없는 부분도있는데 수정해 주시면 좋겟네요,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
1,이서연,2020-09-09 17:25,짱짱 재밌게들었어요!!! 중간중간 지루하다고 생각되기도 했는데 거의 다 들어갈 시점에서는 오히려 더 듣고 싶었네요 ㅎㅎ,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
2,하이소사이티,2020-07-25 16:12,"“인생만사는 그 자체일 뿐이고, 그 자체만으로 온전하다” 라는 구절은 앞으로 제 인생에도 큰 영향을 끼칠 말이었습니다 . 100세 노인의 인생을 거저 간접체험한듯한 기분. 독서는 정말 중요하다는걸 다시 깨우칩니다.",창문 넘어 도망친 100세 노인,요나스 요나손,이문희
3,현욱맘,2020-07-15 11:02,너무 재밌어요목소리 너무 좋고내용 너무 좋아요 완전 득템한 기분~ ^^,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
4,알그,2020-06-15 13:42,몰로토프 이야기 부분에서 가슴 따뜻해져버림.... 여우는 폭탄맞을만 했다,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
5,오뚜기,2020-06-01 20:32,최고최고,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
6,mika****,2020-05-25 11:30,목소리가 너무 듣기좋아요. 편안해지면서도 재미가 느껴지네요ㅎㅎ최고입니다,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
7,오그리,2020-05-19 07:37,16시간 돈이 아깝지가 않아요 요즘 걸어서 출퇴근하는데 노래듣는거보다 훨씬집중도 잘되고 걷는시간도 지루하지않고 시간이 금방가는 느낌입니다 회사도착해서도책 내용이 궁금할정도로 재미있기도 하고 비록 골전도 이어폰에 거금을 써야했으나 오디오북을  발견한건 인생의 또 다른 재미를 찿은 느낌이에요,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
8,미친컵케익,2020-04-20 01:11,예전에 책으로 재미나게 읽었는 데 이번에 오디오북으로 들어보니까 느낌이 새로웠어요! 우리나라에선 소설 책 전체 낭독 찾기 너무 힘든데 정말 감사해요! 성우님 정말 고생하셨고 사랑합니다 <3  알란 할아버지 시리즈는 102세 103세 계속해서 이어졌으면 좋겠어요!,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
9,샤프한연필,2020-04-19 22:49,"정말 너무너무너무 애정하는 책이에요. 출간 당시 종이책으로 한 번 읽고, 아이유가 인스타그램에 소개해준 것을 보고 오디오클립에서 대여로 한 번 더 읽고(듣고), 이번 무료 듣기 이벤트로  또 한 번 듣고도 질리지 않을 정도니까요. 이문희 성우의 부드러우면서 약간의 장난기가 서려있는 목소리도 책과 너무 잘어울리고요. 제가 처음으로 오디오북으로 완독한 책이라 더욱 오랫동안 기억에 남을 것 같네요. 혹 고민중인 분들이 있다면 강력하게 추천드릴게요! '15시간이 이렇게 짧았었나?' 하는 생각이 들지도 몰라요. ㅎㅎㅎ",창문 넘어 도망친 100세 노인,요나스 요나손,이문희
10,gruh****,2020-04-19 22:11,처음 오디오북을 듣게되는데목소리나배경음악이나너무 즐겁네요,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
11,이안녕,2020-04-19 19:44,제가 읽으려고 마음먹었던 이 책!! 이렇게 오디오북으로 먼저 만나게 되네요 ㅠㅠㅠ 미뤄만 두었는데 이렇게 소리로 먼저 만나니까 더 좋네요~ 사회적 거리두기 때문에 할 것 없던 찰나에 좋은 콘텐츠 무료로 즐길 수 있어서 감사했습니다!,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
12,수민,2020-04-19 13:50,와 마침 집에있던 책이였는ㄴ데 오늘 다 읽어야 겠어요 ㅠㅠ 오디오북 감사합니다!,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
13,깡새,2020-04-19 10:59,무료대여라니 좋아요 자주 참여하고 싶어요~,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
14,이민지,2020-04-18 21:54,사회적 거리두기 중이라 요즘은 늘 집에서 혼자 책 읽었는데 이렇게 오디오북으로 책을 들을 수 있어서 참 좋네요. 마침 전부 읽고 싶었던 책이라 이렇게 오디오북으로 접할 수 있는 좋은 기회가 생겨서 기뻐요! 누군가 대신 책을 읽어준다는게 참 즐거운 경험이네요. 어릴 적에 부모님이 동화책을 읽어주시던 기억도 좀 나고 ㅎㅎ 덕분에 적적하지 않고 마음이 풍족한 주말을 보냈습니다,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
15,tufj****,2020-04-18 20:07,와 이 책이 무료 오디오라니요~ 저는 영화로 봤는데인생의 의미와 감동까지 느낄 수 있는 영화였어요~ 오디오 북을 통해서도 그때의 감동을 느껴보거 싶네요~ 좋은 책을 오디오북으로 들을 수 있게 해 주셔서 감사합니다~!!^^,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
16,GS25,2020-04-18 16:32,이  소설  대탈출1에서 나왔던 책이에욥!,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
17,이동훈,2020-04-18 14:20,이 책이 드디어 오디오북으로 나왔군요! 책으로도 재밌게 읽고 있었는데 기대가 됩니다,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
18,shcd****,2020-04-18 11:44,"한가로운 주말 아침에 들으면서 미소지었네요.낭독해주시는 이문희님 목소리도 참 좋아요.예전에 책으로 읽었지만 눈으로 읽을때와 또 다르네요.글을 들으면서 요리도 하고 취미 십자수나 그림도 그리고, 정말 좋아요♡앞으로도 오디오북 자주 애용해야겠어요.행복한 주말 오전 입니다♡",창문 넘어 도망친 100세 노인,요나스 요나손,이문희
19,김남령은 멋쟁이,2020-04-18 11:29,진짜 읽고싶었던건데 너무 좋네요 ㅋㅋ❤,창문 넘어 도망친 100세 노인,요나스 요나손,이문희
0,언플러그,2020-10-25 02:11,김영하  작가님  목소리  좋아요책읽어주는  남자,여행의 이유,김영하,김영하
1,Est2001,2020-10-07 20:52,샘플링한 목소리를 조합 한듯,여행의 이유,김영하,김영하
2,고앵,2020-08-31 14:06,결제하고 듣습니다 작가님이 읽어주셔서 좋긴한데... 너무 로봇처럼 읽으셔서 집중이 좀 떨어집니다,여행의 이유,김영하,김영하
3,그냥나,2020-08-09 13:42,다 듣고 오늘이 대여 끝나는 날인데 아쉽네요. 언젠가 다시 읽고 싶고 다른 이에게도 보여주고 싶어서 오늘 책을 주문해요. 쓰신 에세이나 글들 더 녹음해주세요. 참 듣기 좋았어요. ^^,여행의 이유,김영하,김영하
4,핼뤼,2020-06-19 21:54,재밌었어요. 인생에 대해 생각도 하게되고...,여행의 이유,김영하,김영하
5,소금,2020-06-19 02:57,작가님이 읽어주시는게 참 잘 들립니다. 감사합니다.,여행의 이유,김영하,김영하
6,jtyg95,2020-06-17 19:33,제발..전문성우분 써주세요...ㅠㅠ,여행의 이유,김영하,김영하
7,shin****,2020-06-14 11:33,좋아요,여행의 이유,김영하,김영하
8,메이,2020-06-04 11:16,작가님 글도 좋고 목소리도 좋아요 ~  오디오북 많이 내주셔요,여행의 이유,김영하,김영하
9,서너개,2020-05-26 22:04,서점서 서서 읽다가   오곤 했던 책인데 이제 편히 누워서  귀로 읽네요,여행의 이유,김영하,김영하
10,mimi,2020-04-27 04:26,"작가님,목소리를들으니힐링이됩니다^^",여행의 이유,김영하,김영하
11,혜정,2020-04-11 17:56,책도 구입 했는데 이렇게 직접 작가님 목소리 까지...저도 여행을 좋아해서 책 제목보고 구입 한 책인데 잘 읽고 잘 들었습니다! 좋아요!,여행의 이유,김영하,김영하
12,lala,2020-03-26 23:02,목소리가 듣기 편안해요,여행의 이유,김영하,김영하
13,그들이사는세상,2020-03-26 15:22,"간접여행을 하고,직접여행을 하고.그리고 마지막으로 탈여행을 하여 켜켜이 여행의 기억과 추억이 쌓이는 것.작가님의 책을 통해 저도 탈여행의 경험을 또 쌓았습니다. 너무 감사합니다.",여행의 이유,김영하,김영하
14,현블리,2020-02-16 23:56,최고에요,여행의 이유,김영하,김영하
15,창수네홍도라지,2020-02-13 00:22,잘들었어요 넘  좋아요,여행의 이유,김영하,김영하
16,김경애,2020-02-12 21:49,잘 듣고 있습니다~,여행의 이유,김영하,김영하
17,훙훙,2020-02-12 18:40,좋아요!,여행의 이유,김영하,김영하
18,5061****,2020-02-12 16:04,좋네요~,여행의 이유,김영하,김영하
0,kimy****,2020-04-14 23:15,"잠들기 전에 매일 듣고 있어요제가 작년에 이사를 왔는데요호수가의 주택이예요. 그림처럼 멋지긴 하지만, 정작 제 삶은 잘 살고 있는지 의문이 들때가 있어요^^; 저자처럼 자연을 소중하게 감사히 여기고소박하고 현명하게 살아가려 고합니다. '자신있게 꿈을 향해 나아가고 상상해온 삶을 살려고 노력하는 이라면 일상속에서 예상치못한 성공을 만날것이다'-헨리 소로우-",월든,헨리 데이빗 소로우,강인선
1,쾅쾅쾅,2019-12-06 08:38,새겨들을 말도 많긴 하지만. 현재를 살고있는 사람들에겐 너무 먼나라 이야기도 많이 있는것 같아요. 그중에 내 상황에 맞는 구절이 나오면 새겨듣고 참고하면 될것 같습니다,월든,헨리 데이빗 소로우,강인선
2,캠핑카,2019-10-11 14:43,전부터 읽어보고 싶었던 책이었는데 드디어 읽어보게 됐네요! 잘 듣겠습니다~ㅎㅎ,월든,헨리 데이빗 소로우,강인선
3,char****,2019-10-11 08:16,늘 읽고 싶은 책이었는데 미루고 미루고있었습니다. 오디오북을 즐겨듣는데 덕분에 좋은 책을 한권더 읽을수 있게되어기쁩니다. 잘 듣겠습니다. 감사합니다.,월든,헨리 데이빗 소로우,강인선
4,보라보라,2019-10-10 16:29,읽을 수 있을까 고민하다 오디오 북으로 구매하였어요 수시로 틀고 듣고 또 반복하여 듣고 생각하고 고민하고... 마음이 정화되는 기분이라 정말 잘 선택한 거 같습니다👍,월든,헨리 데이빗 소로우,강인선
5,오랑,2019-10-10 14:28,구매하여 잘 듣고 있습니다. 오디오클립으로 제작해주셔서 감사합니다.,월든,헨리 데이빗 소로우,강인선
6,이은희,2019-10-10 13:30,시력이 약해지면서 오디오북을 찾게 됩니다.   독서도 때가 있는 법인데  읽고 싶는 책은 많아지고  시력은 떨어지네요.   이런 독자를 위한 고마운 오디오북 월든! 출판사와 작가님 낭독자님께 감사드립니다.,월든,헨리 데이빗 소로우,강인선
7,일상탈출,2019-10-10 02:29,30년 넘게 직장생활을 하다보니 어언 50세가가 훌쩍넘어 최근 갱년이로 우울할때가 많은데얼마전 지점 이동으로 지하철 출퇴근 왕복거리가 2시간 30분이나 걸리다보니 많이 힘듭니다인터넷 뒤적거리다가 오디오북을 알게되었고 오디오북으로 첫출시되는 이책이 위로가 될 것 같아 제 첫오디오북 서적으로  구매해봅니다ㆍ내일부터 지하철 출근길이 즐겁게 느껴지길 기대해봅니다~,월든,헨리 데이빗 소로우,강인선
8,로로미,2019-10-08 23:26,책을 읽는 내려가는 시간보다 고르는데에 더 많은 시간을 할애하는 편인데 지금이라도 알게 되서 정말 뿌듯하네요 :) 지금보다도 도 자연의 말에 더 귀기울여야겠습니다.,월든,헨리 데이빗 소로우,강인선
9,아기디노,2019-10-08 20:29,법정스님 추천책으로 예전에 읽었었는데오디오북으로 만나니 반갑네요고맙습니다 ^^,월든,헨리 데이빗 소로우,강인선
10,읏짜,2019-10-08 14:35,얼마나 팔렸죠..?,월든,헨리 데이빗 소로우,강인선
11,곰크라,2019-10-08 11:14,월든 구매한지 오래됬는데 오디오북이 나왔네요,월든,헨리 데이빗 소로우,강인선
12,뮤네,2019-10-08 08:53,"네이버 오디오북 끼고 사는 1인 입니다.활자를 읽는 것은 아니지만 이것만으로도 책을 이해하기에는 부족함이 없다고 생각합니다.유구한 역사 안에 인쇄술이 발달하기 전까지 지식은 다 듣는 것으로 채워져 왔습니다.현재 종교 설교도 그렇고 강의를 듣는 것도 그런 행위가 남아 있는 거라 생각합니다.또 ""월든"" 너무나 유명한 책 아닌가요? 적게 일하고 많이 행복하려면 소비를 줄여야 한다는 사상과 그것을 실험한 관찰기 이기도 한데, 쇼핑을 위해 돈을 버는 건 아닌지 고민하고 있는데 그에 맞는 답을 줄 수 있지 않을까 생각합니다.정말 소장하고싶어요",월든,헨리 데이빗 소로우,강인선
13,seje****,2019-10-08 01:58,기대하고 듣겟습니다,월든,헨리 데이빗 소로우,강인선
14,깨어있기,2019-10-08 01:11,잘듣겠습니다.꼭 읽어보고 싶었는데  너무 반갑네요.,월든,헨리 데이빗 소로우,강인선
15,jooj****,2019-10-07 15:55,늘 읽고 싶었었는데 오디오클입 덕분에 영구소장하게 되었네요. 아직 듣기 전이지만 정말 기대됩니다.,월든,헨리 데이빗 소로우,강인선
16,young,2019-10-06 16:00,기대됩니다~~^^,월든,헨리 데이빗 소로우,강인선
17,최보정,2019-10-06 08:07,법정스님 팬이라서 법정스님이 추천하는 책이라서 들어봅니다,월든,헨리 데이빗 소로우,강인선
18,흔한사람,2019-10-04 17:03,출퇴근때 걸어다니며 들을 좋은 책을 만났네요.기대하던 책이라 끝까지 완청^^하렵니다.,월든,헨리 데이빗 소로우,강인선
19,김주임,2019-10-04 16:20,좋은 글을 귀로 들을 수 있어서 행복합니다.,월든,헨리 데이빗 소로우,강인선
0,방송,2020-10-31 01:55,처음엔 듣다가 지루해져서 잠오고 그랬어요ㅠ 후반부에 갈수록 흥미진진 해지더니 마지막 반전에서 소오름... 와 미쳤다 마무리도 완벽해요,비뚤어진 집,애거서 크리스티,최승훈 외 6인
1,atom****,2020-08-28 20:28,크리스티 시리즈 중 가장 몰입도 있게 청취 했습니다.,비뚤어진 집,애거서 크리스티,최승훈 외 6인
2,귤껍질,2020-07-19 20:32,와 진짜 재밌었어요 마음이 급해서 도중부터는 책으로 읽었어요! 다른 시리즈도 다 듣는대로 결제해서 들을게요 애거서 크리스티 시리즈 앞으로도 내주세요~!!,비뚤어진 집,애거서 크리스티,최승훈 외 6인
3,하유,2020-07-03 21:07,옛날 작품이라 해도 여성을 무시하는 듯한 내용은 너무 불편하긴 하네요 잘 듣다가도 기분이 팍 상해버려요 유스터스 이새끼가 제일 짜증나네요 ㅋㅋ 이런 불편함을 감안하실 수 있는 분만 듣기를 옛작품인데 어쩔 수 없다 라고 하시는 분들 옛작품이라도 비판 받을 건 받아야 한다고 생각합니다,비뚤어진 집,애거서 크리스티,최승훈 외 6인
4,우물부자,2020-05-26 00:13,재미있게 잘 들었습니다. 등장 인물들의 말과 감정 묘사가 많은 추리소설이라 성우님들 다들 고생하셨어요 ㅠ ㅠ 특유의 군상극(?)처럼 매력적인 캐릭터와 감정선으로 채워주셔서 감사합니다. 또 나레이션과 찰스로 중심을 잡아주신 승훈성우님 참 감사합니다  덕분에 중간에 놓치지 않고 끝까지 들었습니다. 소설 작품 뿐 아니라 유명 희곡(셰익스피어라던가라던가라던가)들도 오디오북으로 듣고 싶네요 ㅎㅎ,비뚤어진 집,애거서 크리스티,최승훈 외 6인
5,냠냠,2020-05-08 13:36,성우님 목소리가 넘 좋네요 ㅜㅜ,비뚤어진 집,애거서 크리스티,최승훈 외 6인
6,이사카,2020-03-25 02:24,지금 나왔던 것들은 다 청취해서 아쉬워요ㅠ 또 애거서 다른 작품들이 오디오 북으로 나오길 고대합니다ㅠ,비뚤어진 집,애거서 크리스티,최승훈 외 6인
7,리도1123,2020-03-04 22:45,"나일강의 죽음,살인을 예고 합니다. 듣고 재미있어서 또 결제 했어요.",비뚤어진 집,애거서 크리스티,최승훈 외 6인
8,chronicles,2020-02-15 17:00,와... 진짜 옛날 작품이라고 생각하지 못할정도로 진보적이에요... 정말 최곱니다,비뚤어진 집,애거서 크리스티,최승훈 외 6인
9,0830,2020-02-12 01:19,성우님들 연기 너무 좋아요 오디오북 듣는 재미들렸습니다 ㅎㅎ 애거서 크리스티 작품은 다 들을 것 같아요,비뚤어진 집,애거서 크리스티,최승훈 외 6인
10,xeonexqj,2020-02-11 21:19,잼써용,비뚤어진 집,애거서 크리스티,최승훈 외 6인
11,솜뭉치,2020-02-10 18:31,재밌어요,비뚤어진 집,애거서 크리스티,최승훈 외 6인
12,joymoon,2020-02-04 10:09,재밌습니다 반전이 설마했는데 설마가 설마였던.. 꼭 들어보세요!,비뚤어진 집,애거서 크리스티,최승훈 외 6인
13,chronicles,2020-01-10 17:16,와... 정말 인상적인 작품이었어요... 대여한거 후회합니다 소장했어야하는데ㅠㅠ 기존 매체로 접한 적이 없던 책이라 훨씬 더 인상적이었어요 성우님 연기 정말 대단하셔요 정말로,비뚤어진 집,애거서 크리스티,최승훈 외 6인
14,린린,2019-11-25 04:06,와 성우님들의 연기가.. 참 실감나서 쭉 몰입해서 들었습니다. 캐릭터성이 분명해서 드라마 보듯이 끝까지 들었네요. 잘 들었습니다. 오디오북이 더 많아졌으면 좋겠어요.,비뚤어진 집,애거서 크리스티,최승훈 외 6인
15,쏭,2019-10-22 10:27,애거서 크리스티의 작품 오디오북은 오디오북의 한 획을 긋는 작품들입니다.작품 낭독해 주시는 성우분들의 목소리는 귀에 쏙쏙 들어오고 내용이 흥미진진해져서...다른 일을 못할 정도로 빠져들게 만듭니다.성우분들이 읽어주는 오디오북 듣다보면 다른 오디오북은 못 듣겠어요. ^^오리엔트 특급사건과 그리고 아무도 없었다에 이어 세번째 들은 작품인데또 다른 책 결제했습니다.들을 게 많아 너무 신나요~~~~~,비뚤어진 집,애거서 크리스티,최승훈 외 6인
